,date,country,new_confirm,total_confirm,heal,dead
0,2020-12-09,美国,166388,15549976,9061299,292931
1,2020-12-09,印度,26567,9703770,9178946,140958
2,2020-12-09,巴西,51088,6674999,5965492,178159
3,2020-12-09,俄罗斯,25752,2492713,1963864,43674
4,2020-12-09,法国,14137,2363196,177558,56453
5,2020-12-09,意大利,14837,1757394,958629,61240
6,2020-12-09,英国,12353,1754881,3761,62130
7,2020-12-09,西班牙,6255,1715700,196958,46646
8,2020-12-09,阿根廷,3610,1469919,1305587,40009
9,2020-12-09,哥伦比亚,7510,1384610,1278326,38158
10,2020-12-09,德国,8844,1218325,892115,19709
11,2020-12-09,墨西哥,6399,1182249,873555,110074
12,2020-12-09,波兰,8310,1076180,738845,20592
13,2020-12-09,伊朗,11023,1062397,754224,50917
14,2020-12-09,秘鲁,0,973912,909389,36274
15,2020-12-09,土耳其,33198,893630,441515,15314
16,2020-12-09,乌克兰,11156,855054,454226,14413
17,2020-12-09,南非,4011,821889,753072,22432
18,2020-12-09,比利时,859,592615,33687,17386
19,2020-12-09,印度尼西亚,5292,586842,483497,18000
20,2020-12-09,荷兰,90,579991,7402,9857
21,2020-12-09,伊拉克,2123,568138,498064,12477
22,2020-12-09,智利,3152,563534,537727,15680
23,2020-12-09,捷克,4237,551070,484781,9036
24,2020-12-09,罗马尼亚,7439,524675,416797,12660
25,2020-12-09,孟加拉,2202,481945,401194,6906
26,2020-12-09,菲律宾,1386,442785,408790,8670
27,2020-12-09,加拿大,6114,432743,348353,12887
28,2020-12-09,巴基斯坦,2885,423179,370474,8487
29,2020-12-09,摩洛哥,2900,384088,337719,6370
30,2020-12-09,沙特阿拉伯,193,359115,349414,5989
31,2020-12-09,瑞士,4262,358568,279900,5593
32,2020-12-09,以色列,788,348285,331055,2932
33,2020-12-09,葡萄牙,2905,327976,252428,5122
34,2020-12-09,奥地利,2377,308070,262314,4002
35,2020-12-09,瑞典,18820,297732,4917,7200
36,2020-12-09,匈牙利,2219,256367,75281,6120
37,2020-12-09,约旦,3062,247131,197058,3162
38,2020-12-09,尼泊尔,1382,243377,229054,1637
39,2020-12-09,塞尔维亚,7818,234027,15913,2062
40,2020-12-09,厄瓜多尔,508,198752,174188,13794
41,2020-12-09,巴拿马,1936,181166,155870,3241
42,2020-12-09,哈萨克斯坦,688,180777,152379,2544
43,2020-12-09,阿联酋,1260,178837,160295,596
44,2020-12-09,格鲁吉亚,4673,169649,141392,1576
45,2020-12-09,保加利亚,3980,168165,69028,5156
46,2020-12-09,日本,46,166591,138838,2334
47,2020-12-09,克罗地亚,2613,154852,130869,2298
48,2020-12-09,阿塞拜疆,4387,154152,93411,1713
49,2020-12-09,白俄罗斯,1649,150602,127528,1222
50,2020-12-09,多米尼加,492,149630,117804,2347
51,2020-12-09,哥斯达黎加,1009,147430,105686,1846
52,2020-12-09,玻利维亚,97,145657,124981,8997
53,2020-12-09,科威特,301,144900,140638,900
54,2020-12-09,亚美尼亚,584,142928,119147,2372
55,2020-12-09,卡塔尔,295,140203,137708,239
56,2020-12-09,黎巴嫩,1039,139135,93100,1136
57,2020-12-09,危地马拉,799,126473,115406,4286
58,2020-12-09,阿曼,210,125325,116720,1454
59,2020-12-09,埃及,434,119281,103913,6813
60,2020-12-09,斯洛伐克,1949,119232,87433,1046
61,2020-12-09,摩尔多瓦,1709,119204,102565,2460
62,2020-12-09,希腊,1324,118045,23074,3194
63,2020-12-09,埃塞俄比亚,531,114266,84948,1766
64,2020-12-09,洪都拉斯,684,111707,49781,2950
65,2020-12-09,突尼斯,1116,105445,80082,3668
66,2020-12-09,委内瑞拉,462,104904,99982,924
67,2020-12-09,缅甸,1308,101739,80726,2151
68,2020-12-09,巴勒斯坦,1351,101109,75257,867
69,2020-12-09,波黑,1077,96021,60210,3081
70,2020-12-09,丹麦,1,95332,73572,901
71,2020-12-09,巴拉圭,698,89421,63243,1887
72,2020-12-09,阿尔及利亚,591,89416,58146,2539
73,2020-12-09,肯尼亚,521,89100,69839,1545
74,2020-12-09,巴林,183,88294,86348,343
75,2020-12-09,利比亚,889,87986,57837,1255
76,2020-12-09,斯洛文尼亚,21,87936,65240,1862
77,2020-12-09,立陶宛,1390,77426,32399,673
78,2020-12-09,吉尔吉斯斯坦,295,75690,67873,1301
79,2020-12-09,马来西亚,1012,75306,64056,388
80,2020-12-09,爱尔兰,214,74682,23364,2097
81,2020-12-09,乌兹别克斯坦,153,74206,71482,611
82,2020-12-09,尼日利亚,550,70195,65110,1182
83,2020-12-09,北马其顿,1120,69452,45621,1977
84,2020-12-09,新加坡,12,58285,58176,29
85,2020-12-09,加纳,226,52500,51319,326
86,2020-12-09,阿富汗,200,47716,37920,1906
87,2020-12-09,阿尔巴尼亚,753,44436,22527,936
88,2020-12-09,萨尔瓦多,206,40551,36951,1168
89,2020-12-09,挪威,243,39163,17998,361
90,2020-12-09,黑山,591,39153,28052,549
91,2020-12-09,韩国,594,38755,29650,552
92,2020-12-09,卢森堡,1459,38476,29792,360
93,2020-12-09,斯里兰卡,798,29378,21258,142
94,2020-12-09,芬兰,361,28242,18100,424
95,2020-12-09,澳大利亚,5,27992,25647,908
96,2020-12-09,喀麦隆,0,24752,23344,443
97,2020-12-09,乌干达,701,23200,9374,207
98,2020-12-09,拉脱维亚,584,22104,1866,288
99,2020-12-09,科特迪瓦,6,21513,21161,132
100,2020-12-09,苏丹,279,19747,11184,1301
101,2020-12-09,赞比亚,32,17963,17268,364
102,2020-12-09,马达加斯加,0,17513,16927,255
103,2020-12-09,塞内加尔,43,16596,15864,340
104,2020-12-09,莫桑比克,47,16373,14437,136
105,2020-12-09,安哥拉,81,15729,8470,355
106,2020-12-09,爱沙尼亚,284,15510,9446,137
107,2020-12-09,纳米比亚,79,15298,14004,153
108,2020-12-09,刚果（金）,155,13750,12059,344
109,2020-12-09,塞浦路斯,419,13286,2057,68
110,2020-12-09,几内亚,31,13264,12465,79
111,2020-12-09,马尔代夫,35,13248,12487,47
112,2020-12-09,塔吉克斯坦,42,12511,11926,88
113,2020-12-09,博茨瓦纳,527,12058,9400,36
114,2020-12-09,牙买加,87,11271,7292,265
115,2020-12-09,佛得角,20,11118,10712,109
116,2020-12-09,津巴布韦,73,10912,9062,303
117,2020-12-09,马耳他,40,10699,8641,157
118,2020-12-09,毛里塔尼亚,197,9876,7904,197
119,2020-12-09,海地,29,9399,8148,233
120,2020-12-09,加蓬,24,9278,9132,60
121,2020-12-09,古巴,76,8982,8047,136
122,2020-12-09,叙利亚,90,8580,4059,458
123,2020-12-09,伯利兹,60,8013,4012,179
124,2020-12-09,乌拉圭,301,7806,5415,86
125,2020-12-09,巴哈马,9,7579,6003,163
126,2020-12-09,安道尔,43,7127,6367,78
127,2020-12-09,特立尼达和多巴哥,7,6782,5996,122
128,2020-12-09,斯威士兰,34,6563,6137,124
129,2020-12-09,卢旺达,46,6237,5715,51
130,2020-12-09,马拉维,0,6051,5482,186
131,2020-12-09,尼加拉瓜,0,5838,4225,162
132,2020-12-09,刚果（布）,0,5774,4988,94
133,2020-12-09,吉布提,6,5714,5597,61
134,2020-12-09,圭亚那,3,5700,4870,154
135,2020-12-09,冰岛,10,5506,5292,28
136,2020-12-09,马里,152,5442,3416,180
137,2020-12-09,苏里南,1,5325,5214,117
138,2020-12-09,赤道几内亚,0,5166,5036,85
139,2020-12-09,中非共和国,5,4927,1924,63
140,2020-12-09,索马里,54,4579,3529,121
141,2020-12-09,泰国,19,4126,3874,60
142,2020-12-09,冈比亚,4,3776,3631,123
143,2020-12-09,布基纳法索,103,3315,2721,68
144,2020-12-09,多哥,21,3132,2691,65
145,2020-12-09,贝宁,0,3073,2922,44
146,2020-12-09,几内亚比绍,3,2444,2337,44
147,2020-12-09,也门,53,2436,1580,660
148,2020-12-09,塞拉利昂,2,2428,1846,74
149,2020-12-09,莱索托,0,2150,1278,44
150,2020-12-09,新西兰,6,2085,2006,25
151,2020-12-09,尼日尔,93,1987,1239,79
152,2020-12-09,圣马力诺,0,1800,1438,48
153,2020-12-09,乍得,1,1729,1573,102
154,2020-12-09,利比里亚,0,1676,1358,83
155,2020-12-09,列支敦士登公国,7,1404,1235,19
156,2020-12-09,越南,10,1377,1224,35
157,2020-12-09,蒙古,1,888,384,0
158,2020-12-09,布隆迪,18,716,630,1
160,2020-12-09,巴布亚新几内亚,13,684,601,7
161,2020-12-09,厄立特里亚,17,649,517,0
162,2020-12-09,摩纳哥,7,648,580,3
163,2020-12-09,科摩罗,1,617,605,7
164,2020-12-09,毛里求斯,4,515,478,10
165,2020-12-09,坦桑尼亚,0,509,183,21
166,2020-12-09,不丹,2,432,390,0
167,2020-12-09,柬埔寨,2,350,307,0
168,2020-12-09,巴巴多斯,2,289,263,7
169,2020-12-09,圣卢西亚,5,270,169,2
170,2020-12-09,塞舌尔,0,184,168,0
171,2020-12-09,文莱,1,152,147,3
172,2020-12-09,安提瓜和巴布达,0,146,134,4
173,2020-12-09,圣文森特和格林纳丁斯,0,87,80,0
174,2020-12-09,多米尼克,0,85,72,0
175,2020-12-09,斐济,0,44,35,2
176,2020-12-09,格林纳达,0,43,41,0
177,2020-12-09,老挝,0,41,28,0
178,2020-12-09,马提尼克岛,5,37,0,1
179,2020-12-09,东帝汶,0,31,30,0
180,2020-12-09,梵蒂冈,0,27,15,0
181,2020-12-09,圣基茨和尼维斯,0,25,21,0
182,2020-12-09,所罗门群岛,0,17,5,0
183,2020-12-09,马绍尔群岛,0,4,4,0
184,2020-12-09,瓦努阿图,0,1,1,0
185,2020-12-09,中国,117,94500,88067,4753
